SOURCE_TYPE,SOURCE_NAME,EDGES,TARGET_TYPE,TARGET_NAME
TQSQ,UBV_PARADA_Upd,UPDATE,TABLE,UBV_PARADA
TQSQ,UBV_MAQUI_COMPO_Maquina_SelectQuery,SELECT,TABLE,UBV_MAQUI_COMPO
TQSQ,UBV_MAQUI_COMPO_Maquina_SelectQuery,SELECT,TABLE,UBV_COMPONENTE
TQSQ,UBV_COMPO_MOTIV_Componente_SelectQuery,SELECT,TABLE,UBV_COMPO_MOTIV
TQSQ,UBV_COMPO_MOTIV_Componente_SelectQuery,SELECT,TABLE,UBV_MOTIVO
TQSQ,UBV_MAQUI_TIPO_SelectQuery,SELECT,TABLE,UBV_MAQUI_TIPO
TQSQ,UBV_MOTIVO_CAUSA_Motivo_SelectQuery,SELECT,TABLE,UBV_MOTIVO_CAUSA
TQSQ,UBV_MOTIVO_CAUSA_Motivo_SelectQuery,SELECT,TABLE,UBV_CAUSA
TRX,painelMaquinasParadas_new,QUERY,TQSQ,UBV_PARADA_MAQUINA
TQSQ,JustificativaSelectQuery,SELECT,TABLE,UBV_JUSTIFICATIVA
TQSQ,JustificativaUpdateQuery,UPDATE,TABLE,UBV_JUSTIFICATIVA
TQSQ,JustificativaInsertQuery,INSERT,TABLE,UBV_JUSTIFICATIVA
TQXC,AtualizaJustificativaXacute,CALL,TRX,AtualizaJustificativa
TRX,AtualizaJustificativa,QUERY,TQSQ,JustificativaInsertQuery
TRX,AtualizaJustificativa,QUERY,TQSQ,JustificativaUpdateQuery
TQSQ,SP_getIndicCentro,PROC,PROC,PKG_USM_PINDICADOR.SP_getIndicCentro
TQSQ,SP_getDadosGrafico,PROC,PROC,PKG_USM_PINDICADOR.SP_getDadosGrafico
TQSQ,SP_getIndicPainel,PROC,PROC,PKG_USM_PINDICADOR.SP_getIndicPainel
TQSQ,SP_getCentro,PROC,PROC,PKG_USM_PINDICADOR.SP_getCentro
TQSQ,SP_deleteIndicCentro,PROC,PROC,PKG_USM_PINDICADOR.SP_deleteIndicCentro
TQSQ,SP_createIndicCentro,PROC,PROC,PKG_USM_PINDICADOR.SP_createIndicCentro
TQSQ,SP_getRealAcumIndic,PROC,PROC,PKG_USM_PINDICADOR.SP_getRealAcumIndic
TQSQ,SP_getIndicDispCentro,PROC,PROC,PKG_USM_PINDICADOR.SP_getIndicDispCentro
TQSQ,SP_getPrevAcumIndic,PROC,PROC,PKG_USM_PINDICADOR.SP_getPrevAcumIndic
TQSQ,UpdateDataFinalUltimaVersao,UPDATE,TABLE,UBV_PLANO_SAFRA
TQSQ,PlanoGraficoProjecaoMetricasDadosSelectQuery,SELECT,TABLE,METRICA.AP_METRICDEFINITIONS
TQSQ,PlanoGraficoProjecaoMetricasDadosSelectQuery,SELECT,TABLE,METRICA.MES_UNIDADEMEDIDA
TQSQ,ComboTipoSelectQuery,SELECT,TABLE,UBV_ANALISE
TQSQ,ComboTipoSelectQuery,SELECT,TABLE,UBV_TIPO_ANALISE
TQSQ,ComboTipoSelectQuery,SELECT,TABLE,UBV_VIGENCIA
TQSQ,Centro,SELECT,TABLE,UBV_MATERIAL_INSUMOS
TQXC,TickerAcumuladoXacuteQuery,CALL,TRX,TickerAcumuladoTransaction
TQSQ,PlanoGrupoPRCTempSelectQuery,PROC,PROC,PKG_DASHBOARDS.SP_SELECT_TEMP_GRUPO
TQSQ,safraPercentSelectQuery,SELECT,TABLE,UBV_SAFRA_DATAS
TQSQ,safraPercentSelectQuery,SELECT,TABLE,AP_METRICHISTORY
TQSQ,safraPercentSelectQuery,SELECT,TABLE,UBVISTA.UBV_META
TQSQ,safraPercentSelectQuery,SELECT,TABLE,DUAL
TQSQ,SQL_GET_TIPOS_INTER,SELECT,TABLE,UBV_INTERFACE
TQSQ,GetSafraDatas,SELECT,TABLE,UBVISTA.UBV_SAFRA_DATAS
TQSQ,EDAmostraIDSelectQuery,SELECT,TABLE,UBV_ANALISE
TQSQ,EDAmostraIDSelectQuery,SELECT,TABLE,UBV_VIGENCIA
TQSQ,ComboCaracteristicaSelectQuery,SELECT,TABLE,UBV_ANALISE
TQXC,Xct_Material,CALL,TRX,Material
TQSQ,SQL_UPD_INTERFACE,UPDATE,TABLE,UBV_INTERFACE
TQXC,Xct_Centro,CALL,TRX,Centro
TQXC,TickerXacuteQuery,CALL,TRX,TickerTransaction
TQSQ,ComboEquipamentoAllSelectQuery,SELECT,TABLE,UBV_ANALISE
TQSQ,Select_Plano_Meta,SELECT,TABLE,UBVISTA.UBV_META
TQXC,PlanoGraficoHistoricoXacuteQuery,CALL,TRX,PlanoGraficoHistoricoTransaction
TQSQ,SQL_INS_INTERFACE_LOG,INSERT,TABLE,UBV_INTERFACE_LOG
TQXC,SafraInfoXacuteQuery,CALL,TRX,SafraInfoTransactionS
TQSQ,LocalVigenciaPassadoSelectQuery,SELECT,TABLE,UBV_AREA
TQSQ,LocalVigenciaPassadoSelectQuery,SELECT,TABLE,UBV_MATERIAL
TQSQ,LocalVigenciaPassadoSelectQuery,SELECT,TABLE,UBV_EQUIPAMENTO
TQSQ,LocalVigenciaPassadoSelectQuery,SELECT,TABLE,UBV_LOCAL_AMOSTRA
TQSQ,LocalVigenciaPassadoSelectQuery,SELECT,TABLE,UBV_EQUIPAMENTO_MATERIAL
TQSQ,LocalVigenciaPassadoSelectQuery,SELECT,TABLE,UBV_ANALISE
TQSQ,LocalVigenciaPassadoSelectQuery,SELECT,TABLE,UBV_VIGENCIA
TQSQ,LocalVigenciaSelectQuery,SELECT,TABLE,UBV_AREA
TQSQ,LocalVigenciaSelectQuery,SELECT,TABLE,UBV_MATERIAL
TQSQ,LocalVigenciaSelectQuery,SELECT,TABLE,UBV_EQUIPAMENTO
TQSQ,LocalVigenciaSelectQuery,SELECT,TABLE,UBV_LOCAL_AMOSTRA
TQSQ,LocalVigenciaSelectQuery,SELECT,TABLE,UBV_EQUIPAMENTO_MATERIAL
TQSQ,LocalVigenciaSelectQuery,SELECT,TABLE,UBV_ANALISE
TQSQ,LocalVigenciaSelectQuery,SELECT,TABLE,UBV_VIGENCIA
TQSQ,connDefaultMetricaUSM,SELECT,TABLE,DUAL
TQSQ,TipoVigenciaSelectQuery,SELECT,TABLE,UBV_TIPO_ANALISE
TQSQ,TipoVigenciaSelectQuery,SELECT,TABLE,UBV_ANALISE
TQSQ,TipoVigenciaSelectQuery,SELECT,TABLE,UBV_VIGENCIA
TQSQ,Insert_Plano_Meta,INSERT,TABLE,"UBV_META
CD_WERKS"
TQSQ,BuscaVersoesSafraAtualSelectQuery,SELECT,TABLE,UBV_PLANO_SAFRA
TQSQ,GetLastVersion,SELECT,TABLE,UBV_META
TQXC,IndicadoresXacuteQuery,CALL,TRX,IndicadoresTransaction
TQXC,IndicadorVolumeXacuteQuery,CALL,TRX,IndicadorVolumeTransaction
TQXC,PlanoGraficoProjecaoXacuteQuery,CALL,TRX,PlanoGraficoProjecaoTransaction
TQSQ,SafraListSelectQuery,SELECT,TABLE,UBVISTA.UBV_SAFRA_DATAS
TQSQ,MaterialVigenciaSelectQuery,SELECT,TABLE,UBV_MATERIAL
TQSQ,MaterialVigenciaSelectQuery,SELECT,TABLE,UBV_AREA
TQSQ,MaterialVigenciaSelectQuery,SELECT,TABLE,UBV_ANALISE
TQSQ,MaterialVigenciaSelectQuery,SELECT,TABLE,UBV_VIGENCIA
TQSQ,AreaSelectQuery,SELECT,TABLE,UBV_AREA
TQSQ,AtualizaVersoesSafraAtualUpdateQuery,UPDATE,TABLE,UBV_PLANO_SAFRA
TQXC,Xct_Plano_Safra,CALL,TRX,Upload_PlanoSafra
TQSQ,SafraGrupoListSelectQuery,SELECT,TABLE,UBVISTA.UBV_SAFRA_DATAS
TQSQ,SafraGrupoListSelectQuery,SELECT,TABLE,B
TQSQ,SafraGrupoListSelectQuery,SELECT,TABLE,UBVISTA.UBV_SAFRA_CENTRO
TQSQ,SafraGrupoListSelectQuery,SELECT,TABLE,C
TQXC,PlanoGrupoRelatorioTempXacuteQuery,CALL,TRX,PlanoGrupoRelatorioTempTransaction
TQXC,PlanoGrupoRelatorioXacuteQuery,CALL,TRX,PlanoGrupoRelatorioTransaction
TQSQ,Material,SELECT,TABLE,UBV_MATERIAL_INSUMOS
TQSQ,BuscaVersaoPrevistoMetaSelectQueryBKP,SELECT,TABLE,UBV_PLANO_SAFRA
TQSQ,PlanoGraficoProjecaoMetricasSelectQuery,SELECT,TABLE,METRICA.AP_METRICHISTORY
TQSQ,PlanoRelatorioMetricasHistoricoSemanaSelectQuery,SELECT,TABLE,UBVISTA.UBV_PLANO_SAFRA
TQSQ,PlanoRelatorioMetricasHistoricoSemanaSelectQuery,SELECT,TABLE,METRICA.AP_METRICHISTORY
TQSQ,PlanoRelatorioMetricasHistoricoSemanaSelectQuery,SELECT,TABLE,METRICA.AP_METRICDEFINITIONS
TQSQ,PlanoRelatorioMetricasHistoricoSemanaSelectQuery,SELECT,TABLE,METRICA.AP_INDIC_FORMULA
TQSQ,SafraInfoSelectQuery,SELECT,TABLE,UBV_SAFRA_DATAS
TQSQ,PlanoGrupoFormulaPRCSelectQuery,SELECT,TABLE,UBV_REAL_SAFRA
TQSQ,PlanoGrupoFormulaPRCSelectQuery,SELECT,TABLE,UBV_PLANO_SAFRA
TQSQ,PlanoGrupoFormulaPRCSelectQuery,SELECT,TABLE,UBV_META
TQSQ,PlanoGrupoFormulaPRCSelectQuery,SELECT,TABLE,AP_METRICDEFINITIONS
TQSQ,PlanoFormulaSafraWeekMonth,SELECT,TABLE,UBV_PLANO_SAFRA
TQXC,Ano,CALL,TRX,Ano
TQSQ,CaracteristicasSelectQuery,SELECT,TABLE,UBV_ANALISE
TQSQ,AtualizaHorasHorarioVeraoUpdateQuery,UPDATE,TABLE,UBV_PLANO_SAFRA
TQXC,ComboXacuteQuery,CALL,TRX,ComboTransaction
TQSQ,SQL_GET_INTERFACES,SELECT,TABLE,UBV_INTERFACE
TQSQ,Get_Centros,SELECT,TABLE,UBV_CENTRO
TQSQ,ComboMaterialSelectQuery,SELECT,TABLE,UBV_AREA
TQSQ,ComboMaterialSelectQuery,SELECT,TABLE,UBV_MATERIAL
TQSQ,ComboMaterialSelectQuery,SELECT,TABLE,UBV_ANALISE
TQSQ,ComboLocalSelectQuery,SELECT,TABLE,UBV_ANALISE
TQSQ,PlanoGrupoPRCSelectQuery,PROC,PROC,PKG_DASHBOARDS.SP_SELECT_GRUPO
TQXC,CalendarioGrupoXacuteQuery,CALL,TRX,CalendarioGrupoTransaction
TQXC,XacuteSafraPercent,CALL,TRX,trxSafraPercent
TQSQ,ComboMaterialAllSelectQuery,SELECT,TABLE,UBV_AREA
TQSQ,ComboMaterialAllSelectQuery,SELECT,TABLE,UBV_MATERIAL
TQSQ,ComboMaterialAllSelectQuery,SELECT,TABLE,UBV_ANALISE
TQSQ,EquipamentoVigenciaSelectQuery,SELECT,TABLE,UBV_EQUIPAMENTO
TQSQ,EquipamentoVigenciaSelectQuery,SELECT,TABLE,UBV_EQUIPAMENTO_MATERIAL
TQSQ,EquipamentoVigenciaSelectQuery,SELECT,TABLE,UBV_ANALISE
TQSQ,EquipamentoVigenciaSelectQuery,SELECT,TABLE,UBV_VIGENCIA
TQXC,PlanoRelatorioXacuteQuery,CALL,TRX,PlanoRelatorioTransaction
TQSQ,EquipamentoSelectQuery,SELECT,TABLE,UBV_EQUIPAMENTO
TQSQ,EquipamentoSelectQuery,SELECT,TABLE,UBV_EQUIPAMENTO_MATERIAL
TQSQ,EquipamentoSelectQuery,SELECT,TABLE,UBV_ANALISE
TQSQ,EquipamentoSelectQuery,SELECT,TABLE,UBV_VIGENCIA
TQSQ,LocalSelectQuery,SELECT,TABLE,UBV_AREA
TQSQ,LocalSelectQuery,SELECT,TABLE,UBV_MATERIAL
TQSQ,LocalSelectQuery,SELECT,TABLE,UBV_EQUIPAMENTO
TQSQ,LocalSelectQuery,SELECT,TABLE,UBV_LOCAL_AMOSTRA
TQSQ,LocalSelectQuery,SELECT,TABLE,UBV_EQUIPAMENTO_MATERIAL
TQSQ,LocalSelectQuery,SELECT,TABLE,UBV_ANALISE
TQSQ,LocalSelectQuery,SELECT,TABLE,UBV_VIGENCIA
TQSQ,PlanoRelatorioMetricasHistoricoMesSelectQuery,SELECT,TABLE,UBVISTA.UBV_PLANO_SAFRA
TQSQ,PlanoRelatorioMetricasHistoricoMesSelectQuery,SELECT,TABLE,METRICA.AP_METRICHISTORY
TQSQ,PlanoRelatorioMetricasHistoricoMesSelectQuery,SELECT,TABLE,METRICA.AP_METRICDEFINITIONS
TQSQ,PlanoRelatorioMetricasHistoricoMesSelectQuery,SELECT,TABLE,METRICA.AP_INDIC_FORMULA
TQXC,ComboVersaoXacuteQuery,CALL,TRX,ComboVersao
TQSQ,BuscaVersaoPrevistoMetaSelectQuery,SELECT,TABLE,UBV_PLANO_SAFRA
TQSQ,TipoVigenciaPassadoSelectQuery,SELECT,TABLE,UBV_TIPO_ANALISE
TQSQ,TipoVigenciaPassadoSelectQuery,SELECT,TABLE,UBV_ANALISE
TQSQ,TipoVigenciaPassadoSelectQuery,SELECT,TABLE,UBV_VIGENCIA
TQSQ,PlanoRelatorioMetricasHistoricoDiaSelectQuery,SELECT,TABLE,UBVISTA.UBV_PLANO_SAFRA
TQSQ,PlanoRelatorioMetricasHistoricoDiaSelectQuery,SELECT,TABLE,METRICA.AP_METRICHISTORY
TQSQ,PlanoRelatorioMetricasHistoricoDiaSelectQuery,SELECT,TABLE,METRICA.AP_METRICDEFINITIONS
TQSQ,PlanoRelatorioMetricasHistoricoDiaSelectQuery,SELECT,TABLE,METRICA.AP_INDIC_FORMULA
TQSQ,SafraInfoFimSelectQuery,SELECT,TABLE,UBV_SAFRA_DATAS
TQSQ,SafraInfoFimSelectQuery,SELECT,TABLE,DUAL
TQSQ,UnidadesMedida,SELECT,TABLE,UBV_UNIDADE_MEDIDA
TQSQ,SQL_GET_LOGS_ERRO,SELECT,TABLE,UBV_INTERFACE_LOG
TQXC,Deposito,CALL,TRX,Deposito
TQSQ,connDefaultUBV,SELECT,TABLE,DUAL
TQSQ,TipoSelectQuery,SELECT,TABLE,UBV_TIPO_ANALISE
TQSQ,TipoSelectQuery,SELECT,TABLE,UBV_ANALISE
TQSQ,TipoSelectQuery,SELECT,TABLE,UBV_VIGENCIA
TQSQ,EquipamentoVigenciaPassadoSelectQuery,SELECT,TABLE,UBV_EQUIPAMENTO
TQSQ,EquipamentoVigenciaPassadoSelectQuery,SELECT,TABLE,UBV_EQUIPAMENTO_MATERIAL
TQSQ,EquipamentoVigenciaPassadoSelectQuery,SELECT,TABLE,UBV_ANALISE
TQSQ,EquipamentoVigenciaPassadoSelectQuery,SELECT,TABLE,UBV_VIGENCIA
TQSQ,Insert_Plano_Safra,INSERT,TABLE,UBV_PLANO_SAFRA
TQSQ,Select_Plano_Safra,SELECT,TABLE,UBVISTA.UBV_PLANO_SAFRA
TQSQ,Update_Plano_Meta,UPDATE,TABLE,UBV_META
TQXC,TESTE-PlanoRelatorioXacuteQuery,CALL,TRX,TESTE-PlanoRelatorioTransaction
TQSQ,SafraGrupoPeriodoSelectQuery,SELECT,TABLE,UBVISTA.UBV_SAFRA_DATAS
TQSQ,SafraGrupoPeriodoSelectQuery,SELECT,TABLE,UBVISTA.UBV_SAFRA_CENTRO
TQSQ,Update_Plano_Safra,UPDATE,TABLE,UBV_PLANO_SAFRA
TQSQ,MaterialSelectQuery,SELECT,TABLE,UBV_MATERIAL
TQSQ,MaterialSelectQuery,SELECT,TABLE,UBV_AREA
TQSQ,MaterialSelectQuery,SELECT,TABLE,UBV_ANALISE
TQSQ,MaterialSelectQuery,SELECT,TABLE,UBV_VIGENCIA
TQSQ,GetMetasSafra,SELECT,TABLE,UBVISTA.UBV_META
TQSQ,PlanoFormulaSafraDay,SELECT,TABLE,UBV_PLANO_SAFRA
TQXC,PlanoGrupoGraficoHistoricoXacuteQuery,CALL,TRX,PlanoGrupoGraficoHistoricoTransaction
TQSQ,MaterialVigenciaPassadoSelectQuery,SELECT,TABLE,UBV_MATERIAL
TQSQ,MaterialVigenciaPassadoSelectQuery,SELECT,TABLE,UBV_AREA
TQSQ,MaterialVigenciaPassadoSelectQuery,SELECT,TABLE,UBV_ANALISE
TQSQ,MaterialVigenciaPassadoSelectQuery,SELECT,TABLE,UBV_VIGENCIA
TQSQ,Update_Valid,UPDATE,TABLE,UBV_META
TQSQ,PlanoFormulaSafraMeta,SELECT,TABLE,UBV_META
TQSQ,GetTurnoFixedQuery,SELECT,TABLE,UBV_TURNO
TQXC,Xct_Plano_Meta,CALL,TRX,Upload_PlanoMeta
TQXC,XacuteSafraPercentBB,CALL,TRX,trxSafraPercentBB
TQSQ,SafraSelectQuery,SELECT,TABLE,UBVISTA.UBV_SAFRA_DATAS
TQSQ,PlanoRelatorioMetricasSelectQuery,SELECT,TABLE,UBVISTA.UBV_PLANO_SAFRA
TQSQ,PlanoRelatorioMetricasSelectQuery,SELECT,TABLE,UBVISTA.UBV_META
TQSQ,PlanoRelatorioMetricasSelectQuery,SELECT,TABLE,METRICA.AP_METRICHISTORY
TQSQ,PlanoRelatorioMetricasSelectQuery,SELECT,TABLE,METRICA.AP_DASH_METRICA
TQSQ,PlanoRelatorioMetricasSelectQuery,SELECT,TABLE,METRICA.AP_METRICDEFINITIONS
TQSQ,PlanoRelatorioMetricasSelectQuery,SELECT,TABLE,METRICA.MES_UNIDADEMEDIDA
TQSQ,PlanoRelatorioMetricasSelectQuery,SELECT,TABLE,METRICA.AP_INDIC_FORMULA
TQSQ,PlanoFormulaQuery,SELECT,TABLE,UBV_PLANO_SAFRA
TQSQ,SQL_INS_INTERFACE,INSERT,TABLE,"UBV_INTERFACE
ID_INTER"
TQSQ,ComboTipoAllSelectQuery,SELECT,TABLE,UBV_ANALISE
TQSQ,ComboTipoAllSelectQuery,SELECT,TABLE,UBV_TIPO_ANALISE
TQSQ,ComboTipoAllSelectQuery,SELECT,TABLE,UBV_VIGENCIA
TQSQ,PlanoGrupoFormulaPRCGraficoSelectQuery,SELECT,TABLE,UBV_REAL_SAFRA
TQSQ,PlanoGrupoFormulaPRCGraficoSelectQuery,SELECT,TABLE,AP_METRICDEFINITIONS
TQSQ,ComboEquipamentoSelectQuery,SELECT,TABLE,UBV_ANALISE
TQSQ,Planta,SELECT,TABLE,UBV_MATERIAL_INSUMOS
TQSQ,ComboAreaSelectQuery,SELECT,TABLE,UBV_ANALISE
TQSQ,ComboAreaSelectQuery,SELECT,TABLE,UBV_AREA
TQSQ,ComboAreaSelectQuery,SELECT,TABLE,UBV_VIGENCIA
TQSQ,PlanoGrupoPRCGraficoSelectQuery,PROC,PROC,PKG_DASHBOARDS.SP_SELECT_GRUPO_GRAFICO
TRX,PlanoGrupoRelatorioTempTransaction,QUERY,TQSQ,PlanoGrupoPRCSelectQuery
TRX,PlanoGrupoRelatorioTempTransaction,CALL,TRX,CalendarioGrupoTransaction
TRX,PlanoGrupoRelatorioTempTransaction,QUERY,TQSQ,SafraGrupoPeriodoSelectQuery
TRX,PlanoGrupoRelatorioTempTransaction,CALL,TRX,PlanoGrupoFormulaListaIDTransaction
TRX,PlanoGrupoRelatorioTempTransaction,QUERY,TQSQ,PlanoGrupoFormulaPRCSelectQuery
TRX,PlanoGrupoRelatorioTempTransaction,QUERY,TQSQ,SafraGrupoListSelectQuery
TRX,IndicadorVolumeTransaction,QUERY,TQSQ,IndicadoresVolumesSelectQuery
TRX,ComboTransaction,QUERY,TQSQ,SafraListSelectQuery
TRX,TickerTransaction_industrial,CALL,TRX,trxSafraValues
TRX,TickerTransaction_industrial,QUERY,TQSQ,SAP_Prod
TRX,TickerTransaction_industrial,QUERY,TQSQ,connDefaultUBV
TRX,CalendarioGrupoTransaction,QUERY,TQSQ,SafraGrupoListSelectQuery
TRX,Upload_PlanoSafra,QUERY,TQSQ,Select_Plano_Safra
TRX,Upload_PlanoSafra,QUERY,TQSQ,Update_Plano_Safra
TRX,Upload_PlanoSafra,QUERY,TQSQ,Insert_Plano_Safra
TRX,Upload_PlanoSafra,QUERY,TQSQ,UpdateDataFinalUltimaVersao
TRX,IndicadoresTransaction,QUERY,TQSQ,IndicadoresSelectQuery
TRX,SafraInfoTransactionS,QUERY,TQSQ,SafraSelectQuery
TRX,SafraInfoTransactionS,CALL,TRX,ComboTransaction
TRX,SafraInfoTransactionS,CALL,TRX,ComboTransaction
TRX,SafraInfoTransactionS,QUERY,TQSQ,VerificarSafraPE
TRX,trxSafraValues,QUERY,TQSQ,connDefaultMetricaUSM
TRX,trxSafraPercentBB,QUERY,TQSQ,safraPercentSelectQuery
TRX,Ano,QUERY,TQSQ,Safras
TRX,Upload_PlanoMeta,QUERY,TQSQ,GetMetasSafra
TRX,Upload_PlanoMeta,QUERY,TQSQ,Insert_Plano_Meta
TRX,Upload_PlanoMeta,QUERY,TQSQ,GetSafraDatas
TRX,Upload_PlanoMeta,QUERY,TQSQ,Update_Plano_Meta
TRX,Upload_PlanoMeta,QUERY,TQSQ,GetLastVersion
TRX,Upload_PlanoMeta,QUERY,TQSQ,Update_Valid
TRX,TESTE-PlanoRelatorioTransaction,QUERY,TQSQ,RelatorioMetricasSelectQuery
TRX,TESTE-PlanoRelatorioTransaction,CALL,TRX,SafraInfoTransaction
TRX,TESTE-PlanoRelatorioTransaction,CALL,TRX,PlanoFormulaTransaction
TRX,TESTE-PlanoRelatorioTransaction,QUERY,TQSQ,BuscaVersaoPrevistoMetaSelectQuery
TRX,Centro,QUERY,TQSQ,Centro
TRX,PlanoGraficoHistoricoTransaction,CALL,TRX,PlanoRelatorioTransaction
TRX,PlanoGraficoHistoricoTransaction,CALL,TRX,ComboTransaction
TRX,PlanoGraficoHistoricoTransaction,QUERY,TQSQ,BuscaVersaoPrevistoMetaSelectQuery
TRX,PlanoGraficoHistoricoTransaction,CALL,TRX,SafraInfoTransaction
TRX,AtualizaHorasHorarioVerao,QUERY,TQSQ,AtualizaHorasHorarioVeraoUpdateQuery
TRX,TickerTransaction,CALL,TRX,trxSafraValues
TRX,TickerTransaction,QUERY,TQSQ,SAP_Prod
TRX,TickerTransaction,QUERY,TQSQ,connDefaultUBV
TRX,PlanoGraficoProjecaoTransaction,CALL,TRX,ComboTransaction
TRX,PlanoGraficoProjecaoTransaction,QUERY,TQSQ,PlanoGraficoProjecaoMetricasSelectQuery
TRX,PlanoGraficoProjecaoTransaction,QUERY,TQSQ,PlanoGraficoProjecaoMetricasDadosSelectQuery
TRX,PlanoGraficoProjecaoTransaction,CALL,TRX,SafraInfoTransaction
TRX,PlanoGraficoProjecaoTransaction,CALL,TRX,PlanoRelatorioTransaction
TRX,PlanoRelatorioTransaction_BKP_2018-06-19,QUERY,TQSQ,RelatorioMetricasSelectQuery
TRX,PlanoRelatorioTransaction_BKP_2018-06-19,CALL,TRX,SafraInfoTransaction
TRX,PlanoRelatorioTransaction_BKP_2018-06-19,CALL,TRX,PlanoFormulaTransaction
TRX,PlanoRelatorioTransaction_BKP_2018-06-19,QUERY,TQSQ,BuscaVersaoPrevistoMetaSelectQuery
TRX,PlanoRelatorioTransaction,QUERY,TQSQ,RelatorioMetricasSelectQuery
TRX,PlanoRelatorioTransaction,CALL,TRX,SafraInfoTransaction
TRX,PlanoRelatorioTransaction,CALL,TRX,PlanoFormulaTransaction
TRX,PlanoRelatorioTransaction,QUERY,TQSQ,BuscaVersaoPrevistoMetaSelectQuery
TRX,XML_LOG_ERRO,QUERY,TQSQ,SQL_INS_INTERFACE_LOG
TRX,outputSQLCommandXML,QUERY,TQSQ,connDefaultMetricaUSM
TRX,trxSafraPercent,QUERY,TQSQ,safraPercentSelectQuery
TRX,PlanoGrupoRelatorioTransaction,QUERY,TQSQ,PlanoGrupoPRCSelectQuery
TRX,PlanoGrupoRelatorioTransaction,CALL,TRX,CalendarioGrupoTransaction
TRX,PlanoGrupoRelatorioTransaction,QUERY,TQSQ,SafraGrupoPeriodoSelectQuery
TRX,PlanoGrupoRelatorioTransaction,CALL,TRX,PlanoGrupoFormulaListaIDTransaction
TRX,PlanoGrupoRelatorioTransaction,QUERY,TQSQ,PlanoGrupoFormulaPRCSelectQuery
TRX,PlanoGrupoRelatorioTransaction,QUERY,TQSQ,SafraGrupoListSelectQuery
TRX,trxChartPeriodSafra,QUERY,TQSQ,connDefaultMetricaUSM
TRX,PlanoRelatorioTransaction_BKP,QUERY,TQSQ,RelatorioMetricasSelectQuery
TRX,PlanoRelatorioTransaction_BKP,CALL,TRX,SafraInfoTransaction
TRX,PlanoRelatorioTransaction_BKP,CALL,TRX,PlanoFormulaTransaction
TRX,TMP_PREVI_REAL,QUERY,TQSQ,SQL
TRX,TMP_PREVI_REAL,QUERY,TQSQ,MTC
TRX,TMP_PREVI_REAL,CALL,TRX,ComboTransaction
TRX,TMP_PREVI_REAL,QUERY,TQSQ,MTC2
TRX,PlanoGrupoGraficoHistoricoTransaction,CALL,TRX,PlanoGrupoRelatorioTransaction
TRX,PlanoGrupoGraficoHistoricoTransaction,CALL,TRX,CalendarioGrupoTransaction
TRX,Material,QUERY,TQSQ,Material
TRX,AtualizaVersaoSafraAtual,QUERY,TQSQ,AtualizaVersoesSafraAtualUpdateQuery
TRX,TickerAcumuladoTransaction,QUERY,TQSQ,connDefaultUBV
TRX,TickerAcumuladoTransaction,QUERY,TQSQ,connDefaultMetricaUSM
TRX,TickerAcumuladoTransaction,QUERY,TQSQ,SAP_Prod
TRX,PlanoFormulaTransaction,QUERY,TQSQ,PSFormulaPlanoSafra
TRX,SafraInfoTransaction,QUERY,TQSQ,SafraSelectQuery
TRX,SafraInfoTransaction,CALL,TRX,ComboTransaction
TRX,SafraInfoTransaction,CALL,TRX,ComboTransaction
TRX,Deposito,QUERY,TQSQ,SQL
TQSQ,MII-PI_Query,SELECT,TABLE,UBV_TAG_ENSAIO
TQSQ,MII-PI_Query,SELECT,TABLE,UBV_QUALIDADE
TQSQ,MII-PI_Query,SELECT,TABLE,SAP_ZCAN01
TQSQ,MII-PI_Query,SELECT,TABLE,SAP_ZCAN02
TQSQ,MII-PI_Query,SELECT,TABLE,METRICA.AP_METRICHISTORY
TQSQ,MII-PI_Query,SELECT,TABLE,UBV_AREA
TQSQ,MII-PI_Query,SELECT,TABLE,UBV_MATERIAL
TQSQ,MII-PI_Query,SELECT,TABLE,UBV_EQUIPAMENTO_MATERIAL
TQSQ,MII-PI_Query,SELECT,TABLE,UBV_EQUIPAMENTO
TQSQ,MII-PI_Query,SELECT,TABLE,UBV_ANALISE
TQSQ,MII-PI_Query,SELECT,TABLE,UBV_ENSAIO
TQSQ,MII-PI_Query,SELECT,TABLE,UBV_CARACTERISTICA
TRX,MII-PI_Interface,QUERY,TQSQ,MII-PI_Query
TRX,TrxSaveInfo,QUERY,TQSQ,SqlConfigCommand
TRX,TrxIndicadoresGrid,QUERY,TQSQ,SqlGruposIndicadoresFixedQuery
TRX,TrxIndicadoresGrid,QUERY,TQSQ,SqlIndicadoresDestaquePeriodoFixedQuery
TRX,TrxIndicadoresGrid,CALL,TRX,TrxProducaoOnLine
TRX,TrxIndicadoresGrid,CALL,TRX,SafraInfoTransaction
TRX,TrxGeraInformacoesGrafico,QUERY,TQSQ,SqlIndicadoresDestaquePorDataPeriodoIndicFixedQuery
TRX,TrxGeraInformacoesGrafico,CALL,TRX,TrxProducaoOnLine
TRX,TrxGeraInformacoesGrafico,CALL,TRX,SafraInfoTransaction
TRX,TrxConfigIndicadores,QUERY,TQSQ,SqlConfigCommand
TRX,TrxMsgAvisos,QUERY,TQSQ,SqlConfigCommand
TRX,TrxMsgAvisos,QUERY,TQSQ,SqlMsgGetIdAvisoFixedQuery
